Column Type,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Output,report_simulation_output.electric_panel_load_clothes_dryer_w,W,out.panel.load.clothes_dryer.w,out.panel.load.clothes_dryer.w,w,1,,,,,,,"Electric load of clothes dryer, for electric only"
Output,report_simulation_output.electric_panel_load_cooling_w,W,out.panel.load.cooling.w,out.panel.load.cooling.w,w,1,,,,,,,"Electric load of space cooling. For the total load calculation, the max of heating or cooling is used, not both"
Output,report_simulation_output.electric_panel_load_dishwasher_w,W,out.panel.load.dishwasher.w,out.panel.load.dishwasher.w,w,1,,,,,,,Electric load of dishwasher
Output,report_simulation_output.electric_panel_load_electric_vehicle_charging_w,W,out.panel.load.ev_charging.w,out.panel.load.ev_charging.w,w,1,,,,,,,Electric load of electric vehicle charging equipment
Output,report_simulation_output.electric_panel_load_heating_w,W,out.panel.load.heating.w,out.panel.load.heating.w,w,1,,,,,,,"Electric load of space heating. For the total load calculation, the max of heating or cooling is used, not both"
Output,report_simulation_output.electric_panel_load_hot_water_w,W,out.panel.load.hot_water.w,out.panel.load.hot_water.w,w,1,,,,,,,"Electric load of water heater, for electric only"
Output,report_simulation_output.electric_panel_load_mech_vent_w,W,out.panel.load.mech_vent.w,out.panel.load.mech_vent.w,w,1,,,,,,,Electric load of mechanical ventilation
Output,report_simulation_output.electric_panel_load_other_w,W,out.panel.load.other.w,out.panel.load.other.w,w,1,,,,,,,"Other electric load, including but not limited to lighting/general receptacles at 3 W/sqft, refrigerator, microwave, and garbage disposal."
Output,report_simulation_output.electric_panel_load_permanent_spa_heater_w,W,out.panel.load.permanent_spa_heat.w,out.panel.load.permanent_spa_heat.w,w,1,,,,,,,"Electric load of permanent spa heater, for electric only"
Output,report_simulation_output.electric_panel_load_permanent_spa_pump_w,W,out.panel.load.permanent_spa_pump.w,out.panel.load.permanent_spa_pump.w,w,1,,,,,,,Electric load of permanent spa pump
Output,report_simulation_output.electric_panel_load_pool_heater_w,W,out.panel.load.pool_heater.w,out.panel.load.pool_heater.w,w,1,,,,,,,"Electric load of pool heater, for electric only"
Output,report_simulation_output.electric_panel_load_pool_pump_w,W,out.panel.load.pool_pump.w,out.panel.load.pool_pump.w,w,1,,,,,,,Electric load of pool pump
Output,report_simulation_output.electric_panel_load_range_oven_w,W,out.panel.load.range_oven.w,out.panel.load.range_oven.w,w,1,,,,,,,"Electric load of range oven, for electric only"
Output,report_simulation_output.electric_panel_load_well_pump_w,W,out.panel.load.well_pump.w,out.panel.load.well_pump.w,w,1,,,,,,,Electric load of well pump
Input,report_simulation_output.electric_panel_breaker_spaces_total_count,count,in.electric_panel_breaker_space_total_count,in.electric_panel_breaker_space_total_count,count,1,,,,,,,Total breaker spaces on electric panel
Output,report_simulation_output.electric_panel_breaker_spaces_occupied_count,count,out.panel.breaker_space.occupied.count,out.panel.breaker_space.occupied.count,count,1,,,,,,,Total occupied breaker spaces on electric panel
Output,report_simulation_output.electric_panel_breaker_spaces_headroom_count,count,out.panel.breaker_space.headroom.count,out.panel.breaker_space.headroom.count,count,1,,,,,,,"Total headroom breaker spaces on electric panel, = in.electric_panel_breaker_space_total_count - out.panel.breaker_space.occupied.count"
Output,report_simulation_output.electric_panel_breaker_spaces_clothes_dryer_count,count,out.panel.breaker_space.clothes_dryer.count,out.panel.breaker_space.clothes_dryer.count,count,1,,,,,,,Breaker spaces occupied by clothes dryer
Output,report_simulation_output.electric_panel_breaker_spaces_cooling_count,count,out.panel.breaker_space.cooling.count,out.panel.breaker_space.cooling.count,count,1,,,,,,,Breaker spaces occupied by space cooling
Output,report_simulation_output.electric_panel_breaker_spaces_dishwasher_count,count,out.panel.breaker_space.dishwasher.count,out.panel.breaker_space.dishwasher.count,count,1,,,,,,,Breaker spaces occupied by dishwasher
Output,report_simulation_output.electric_panel_breaker_spaces_electric_vehicle_charging_count,count,out.panel.breaker_space.ev_charging.count,out.panel.breaker_space.ev_charging.count,count,1,,,,,,,Breaker spaces occupied by electric vehicle charging equipment
Output,report_simulation_output.electric_panel_breaker_spaces_heating_count,count,out.panel.breaker_space.heating.count,out.panel.breaker_space.heating.count,count,1,,,,,,,Breaker spaces occupied by space heating
Output,report_simulation_output.electric_panel_breaker_spaces_hot_water_count,count,out.panel.breaker_space.hot_water.count,out.panel.breaker_space.hot_water.count,count,1,,,,,,,Breaker spaces occupied by water heater
Output,report_simulation_output.electric_panel_breaker_spaces_mech_vent_count,count,out.panel.breaker_space.mech_vent.count,out.panel.breaker_space.mech_vent.count,count,1,,,,,,,Breaker spaces occupied by mechanical ventilation
Output,report_simulation_output.electric_panel_breaker_spaces_other_count,count,out.panel.breaker_space.other.count,out.panel.breaker_space.other.count,count,1,,,,,,,Breaker spaces occupied by other loads
Output,report_simulation_output.electric_panel_breaker_spaces_permanent_spa_heater_count,count,out.panel.breaker_space.permanent_spa_heat.count,out.panel.breaker_space.permanent_spa_heat.count,count,1,,,,,,,Breaker spaces occupied by permanent spa heater
Output,report_simulation_output.electric_panel_breaker_spaces_permanent_spa_pump_count,count,out.panel.breaker_space.permanent_spa_pump.count,out.panel.breaker_space.permanent_spa_pump.count,count,1,,,,,,,Breaker spaces occupied by permanent spa pump
Output,report_simulation_output.electric_panel_breaker_spaces_pool_heater_count,count,out.panel.breaker_space.pool_heater.count,out.panel.breaker_space.pool_heater.count,count,1,,,,,,,Breaker spaces occupied by pool heater
Output,report_simulation_output.electric_panel_breaker_spaces_pool_pump_count,count,out.panel.breaker_space.pool_pump.count,out.panel.breaker_space.pool_pump.count,count,1,,,,,,,Breaker spaces occupied by pool pump
Output,report_simulation_output.electric_panel_breaker_spaces_range_oven_count,count,out.panel.breaker_space.range_oven.count,out.panel.breaker_space.range_oven.count,count,1,,,,,,,Breaker spaces occupied by range oven
Output,report_simulation_output.electric_panel_breaker_spaces_well_pump_count,count,out.panel.breaker_space.well_pump.count,out.panel.breaker_space.well_pump.count,count,1,,,,,,,Breaker spaces occupied by well pump
Output,report_simulation_output.component_load_cooling_ceilings_m_btu,MBtu,out.component_load.cooling.ceilings.kwh,out.component_load.cooling.ceilings.kwh,kwh,293.0710702,Component Load: Cooling: Ceilings,kBtu,out.component_load.cooling.ceilings,out.component_load.cooling.ceilings,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_doors_m_btu,MBtu,out.component_load.cooling.doors.kwh,out.component_load.cooling.doors.kwh,kwh,293.0710702,Component Load: Cooling: Doors,kBtu,out.component_load.cooling.doors,out.component_load.cooling.doors,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_ducts_m_btu,MBtu,out.component_load.cooling.ducts.kwh,out.component_load.cooling.ducts.kwh,kwh,293.0710702,Component Load: Cooling: Ducts,kBtu,out.component_load.cooling.ducts,out.component_load.cooling.ducts,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_floors_m_btu,MBtu,out.component_load.cooling.floors.kwh,out.component_load.cooling.floors.kwh,kwh,293.0710702,Component Load: Cooling: Floors,kBtu,out.component_load.cooling.floors,out.component_load.cooling.floors,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_foundation_walls_m_btu,MBtu,out.component_load.cooling.foundation_walls.kwh,out.component_load.cooling.foundation_walls.kwh,kwh,293.0710702,Component Load: Cooling: Foundation Walls,kBtu,out.component_load.cooling.foundation_walls,out.component_load.cooling.foundation_walls,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_infiltration_m_btu,MBtu,out.component_load.cooling.infiltration.kwh,out.component_load.cooling.infiltration.kwh,kwh,293.0710702,Component Load: Cooling: Infiltration,kBtu,out.component_load.cooling.infiltration,out.component_load.cooling.infiltration,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_internal_gains_m_btu,MBtu,out.component_load.cooling.internal_gains.kwh,out.component_load.cooling.internal_gains.kwh,kwh,293.0710702,Component Load: Cooling: Internal Gains,kBtu,out.component_load.cooling.internal_gains,out.component_load.cooling.internal_gains,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_internal_mass_m_btu,MBtu,out.component_load.cooling.internal_mass.kwh,out.component_load.cooling.internal_mass.kwh,kwh,293.0710702,Component Load: Cooling: Internal Mass,kBtu,out.component_load.cooling.internal_mass,out.component_load.cooling.internal_mass,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_lighting_m_btu,MBtu,out.component_load.cooling.lighting.kwh,out.component_load.cooling.lighting.kwh,kwh,293.0710702,Component Load: Cooling: Lighting,kBtu,out.component_load.cooling.lighting,out.component_load.cooling.lighting,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_mechanical_ventilation_m_btu,MBtu,out.component_load.cooling.mechanical_ventilation.kwh,out.component_load.cooling.mechanical_ventilation.kwh,kwh,293.0710702,Component Load: Cooling: Mechanical Ventilation,kBtu,out.component_load.cooling.mechanical_ventilation,out.component_load.cooling.mechanical_ventilation,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_natural_ventilation_m_btu,MBtu,out.component_load.cooling.natural_ventilation.kwh,out.component_load.cooling.natural_ventilation.kwh,kwh,293.0710702,Component Load: Cooling: Natural Ventilation,kBtu,out.component_load.cooling.natural_ventilation,out.component_load.cooling.natural_ventilation,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_rim_joists_m_btu,MBtu,out.component_load.cooling.rim_joists.kwh,out.component_load.cooling.rim_joists.kwh,kwh,293.0710702,Component Load: Cooling: Rim Joists,kBtu,out.component_load.cooling.rim_joists,out.component_load.cooling.rim_joists,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_roofs_m_btu,MBtu,out.component_load.cooling.roofs.kwh,out.component_load.cooling.roofs.kwh,kwh,293.0710702,Component Load: Cooling: Roofs,kBtu,out.component_load.cooling.roofs,out.component_load.cooling.roofs,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_skylights_conduction_m_btu,MBtu,out.component_load.cooling.skylights_conduction.kwh,out.component_load.cooling.skylights_conduction.kwh,kwh,293.0710702,Component Load: Cooling: Skylights Conduction,kBtu,out.component_load.cooling.skylights_conduction,out.component_load.cooling.skylights_conduction,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_skylights_solar_m_btu,MBtu,out.component_load.cooling.skylights_solar.kwh,out.component_load.cooling.skylights_solar.kwh,kwh,293.0710702,Component Load: Cooling: Skylights Solar,kBtu,out.component_load.cooling.skylights_solar,out.component_load.cooling.skylights_solar,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_slabs_m_btu,MBtu,out.component_load.cooling.slabs.kwh,out.component_load.cooling.slabs.kwh,kwh,293.0710702,Component Load: Cooling: Slabs,kBtu,out.component_load.cooling.slabs,out.component_load.cooling.slabs,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_walls_m_btu,MBtu,out.component_load.cooling.walls.kwh,out.component_load.cooling.walls.kwh,kwh,293.0710702,Component Load: Cooling: Walls,kBtu,out.component_load.cooling.walls,out.component_load.cooling.walls,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_whole_house_fan_m_btu,MBtu,out.component_load.cooling.whole_house_fan.kwh,out.component_load.cooling.whole_house_fan.kwh,kwh,293.0710702,Component Load: Cooling: Whole House Fan,kBtu,out.component_load.cooling.whole_house_fan,out.component_load.cooling.whole_house_fan,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_windows_conduction_m_btu,MBtu,out.component_load.cooling.windows_conduction.kwh,out.component_load.cooling.windows_conduction.kwh,kwh,293.0710702,Component Load: Cooling: Windows Conduction,kBtu,out.component_load.cooling.windows_conduction,out.component_load.cooling.windows_conduction,kWh,0.29307107,
Output,report_simulation_output.component_load_cooling_windows_solar_m_btu,MBtu,out.component_load.cooling.windows_solar.kwh,out.component_load.cooling.windows_solar.kwh,kwh,293.0710702,Component Load: Cooling: Windows Solar,kBtu,out.component_load.cooling.windows_solar,out.component_load.cooling.windows_solar,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_ceilings_m_btu,MBtu,out.component_load.heating.ceilings.kwh,out.component_load.heating.ceilings.kwh,kwh,293.0710702,Component Load: Heating: Ceilings,kBtu,out.component_load.heating.ceilings,out.component_load.heating.ceilings,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_doors_m_btu,MBtu,out.component_load.heating.doors.kwh,out.component_load.heating.doors.kwh,kwh,293.0710702,Component Load: Heating: Doors,kBtu,out.component_load.heating.doors,out.component_load.heating.doors,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_ducts_m_btu,MBtu,out.component_load.heating.ducts.kwh,out.component_load.heating.ducts.kwh,kwh,293.0710702,Component Load: Heating: Ducts,kBtu,out.component_load.heating.ducts,out.component_load.heating.ducts,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_floors_m_btu,MBtu,out.component_load.heating.floors.kwh,out.component_load.heating.floors.kwh,kwh,293.0710702,Component Load: Heating: Floors,kBtu,out.component_load.heating.floors,out.component_load.heating.floors,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_foundation_walls_m_btu,MBtu,out.component_load.heating.foundation_walls.kwh,out.component_load.heating.foundation_walls.kwh,kwh,293.0710702,Component Load: Heating: Foundation Walls,kBtu,out.component_load.heating.foundation_walls,out.component_load.heating.foundation_walls,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_infiltration_m_btu,MBtu,out.component_load.heating.infiltration.kwh,out.component_load.heating.infiltration.kwh,kwh,293.0710702,Component Load: Heating: Infiltration,kBtu,out.component_load.heating.infiltration,out.component_load.heating.infiltration,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_internal_gains_m_btu,MBtu,out.component_load.heating.internal_gains.kwh,out.component_load.heating.internal_gains.kwh,kwh,293.0710702,Component Load: Heating: Internal Gains,kBtu,out.component_load.heating.internal_gains,out.component_load.heating.internal_gains,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_internal_mass_m_btu,MBtu,out.component_load.heating.internal_mass.kwh,out.component_load.heating.internal_mass.kwh,kwh,293.0710702,Component Load: Heating: Internal Mass,kBtu,out.component_load.heating.internal_mass,out.component_load.heating.internal_mass,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_lighting_m_btu,MBtu,out.component_load.heating.lighting.kwh,out.component_load.heating.lighting.kwh,kwh,293.0710702,Component Load: Heating: Lighting,kBtu,out.component_load.heating.lighting,out.component_load.heating.lighting,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_mechanical_ventilation_m_btu,MBtu,out.component_load.heating.mechanical_ventilation.kwh,out.component_load.heating.mechanical_ventilation.kwh,kwh,293.0710702,Component Load: Heating: Mechanical Ventilation,kBtu,out.component_load.heating.mechanical_ventilation,out.component_load.heating.mechanical_ventilation,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_natural_ventilation_m_btu,MBtu,out.component_load.heating.natural_ventilation.kwh,out.component_load.heating.natural_ventilation.kwh,kwh,293.0710702,Component Load: Heating: Natural Ventilation,kBtu,out.component_load.heating.natural_ventilation,out.component_load.heating.natural_ventilation,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_rim_joists_m_btu,MBtu,out.component_load.heating.rim_joists.kwh,out.component_load.heating.rim_joists.kwh,kwh,293.0710702,Component Load: Heating: Rim Joists,kBtu,out.component_load.heating.rim_joists,out.component_load.heating.rim_joists,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_roofs_m_btu,MBtu,out.component_load.heating.roofs.kwh,out.component_load.heating.roofs.kwh,kwh,293.0710702,Component Load: Heating: Roofs,kBtu,out.component_load.heating.roofs,out.component_load.heating.roofs,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_skylights_conduction_m_btu,MBtu,out.component_load.heating.skylights_conduction.kwh,out.component_load.heating.skylights_conduction.kwh,kwh,293.0710702,Component Load: Heating: Skylights Conduction,kBtu,out.component_load.heating.skylights_conduction,out.component_load.heating.skylights_conduction,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_skylights_solar_m_btu,MBtu,out.component_load.heating.skylights_solar.kwh,out.component_load.heating.skylights_solar.kwh,kwh,293.0710702,Component Load: Heating: Skylights Solar,kBtu,out.component_load.heating.skylights_solar,out.component_load.heating.skylights_solar,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_slabs_m_btu,MBtu,out.component_load.heating.slabs.kwh,out.component_load.heating.slabs.kwh,kwh,293.0710702,Component Load: Heating: Slabs,kBtu,out.component_load.heating.slabs,out.component_load.heating.slabs,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_walls_m_btu,MBtu,out.component_load.heating.walls.kwh,out.component_load.heating.walls.kwh,kwh,293.0710702,Component Load: Heating: Walls,kBtu,out.component_load.heating.walls,out.component_load.heating.walls,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_whole_house_fan_m_btu,MBtu,out.component_load.heating.whole_house_fan.kwh,out.component_load.heating.whole_house_fan.kwh,kwh,293.0710702,Component Load: Heating: Whole House Fan,kBtu,out.component_load.heating.whole_house_fan,out.component_load.heating.whole_house_fan,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_windows_conduction_m_btu,MBtu,out.component_load.heating.windows_conduction.kwh,out.component_load.heating.windows_conduction.kwh,kwh,293.0710702,Component Load: Heating: Windows Conduction,kBtu,out.component_load.heating.windows_conduction,out.component_load.heating.windows_conduction,kWh,0.29307107,
Output,report_simulation_output.component_load_heating_windows_solar_m_btu,MBtu,out.component_load.heating.windows_solar.kwh,out.component_load.heating.windows_solar.kwh,kwh,293.0710702,Component Load: Heating: Windows Solar,kBtu,out.component_load.heating.windows_solar,out.component_load.heating.windows_solar,kWh,0.29307107,
Calculated,,,out.panel.load.total_load.2023_nec_existing_dwelling_load_based.w.savings,out.panel.load.total_load.2023_nec_existing_dwelling_load_based.w.savings,w,,,,,,,,Total amount of electrical load reduced from an energy measure per load-based method for existing dwelings per 2023 National Electrical Code
Calculated,,,out.panel.load.occupied_capacity.2023_nec_existing_dwelling_load_based.a.savings,out.panel.load.occupied_capacity.2023_nec_existing_dwelling_load_based.a.savings,amp,,,,,,,,Total amount of occupied electrical capacity reduced from an energy measure per load-based method for existing dwelings per 2023 National Electrical Code
Calculated,,,out.panel.breaker_space.occupied.count.savings,out.panel.breaker_space.occupied.count.savings,count,,,,,,,,Number of breaker spaces reduced from an energy measure
Calculated,,,out.panel.constraint.capacity.2023_nec_existing_dwelling_load_based,out.panel.constraint.capacity.2023_nec_existing_dwelling_load_based,bool,,,,,,,,"Whether electric panel is capacity-constrained per the given method, defined as when out.panel.load.headroom_capacity.2023_nec_existing_dwelling_load_based.a < 0"
Calculated,,,out.panel.constraint.breaker_space,out.panel.constraint.breaker_space,bool,,,,,,,,"Whether electric panel is space-constrained, defined as when out.panel.breaker_space.headroom.count < 0"
Calculated,,,out.panel.constraint.overall.2023_nec_existing_dwelling_load_based,out.panel.constraint.overall.2023_nec_existing_dwelling_load_based,categorical,,,,,,,,"Summarize overall electric panel constraint per the given method as ""No Constraint"", ""Space Constrained Only"", ""Capacity Constrained Only"", or ""Capacity and Space Constrained"""
Calculated,,,out.energy_burden.percentage,out.energy_burden.percentage,percentage,,,,,,,,Percentage of income spent on energy
Calculated,,,,out.electricity.battery.energy_consumption_intensity,kwh/sqft,,,,out.electricity.battery.energy_consumption_intensity,out.electricity.battery.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.ceiling_fan.energy_consumption_intensity,kwh/sqft,,,,out.electricity.ceiling_fan.energy_consumption_intensity,out.electricity.ceiling_fan.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.electricity.clothes_dryer.energy_consumption_intensity,out.electricity.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.clothes_washer.energy_consumption_intensity,kwh/sqft,,,,out.electricity.clothes_washer.energy_consumption_intensity,out.electricity.clothes_washer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity,kwh/sqft,,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity,out.electricity.cooling_fans_pumps.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.cooling.energy_consumption_intensity,kwh/sqft,,,,out.electricity.cooling.energy_consumption_intensity,out.electricity.cooling.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.dehumidifier.energy_consumption_intensity,kwh/sqft,,,,out.electricity.dehumidifier.energy_consumption_intensity,out.electricity.dehumidifier.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.dishwasher.energy_consumption_intensity,kwh/sqft,,,,out.electricity.dishwasher.energy_consumption_intensity,out.electricity.dishwasher.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.ev_charging.energy_consumption_intensity,kwh/sqft,,,,out.electricity.ev_charging.energy_consumption_intensity,out.electricity.ev_charging.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.freezer.energy_consumption_intensity,kwh/sqft,,,,out.electricity.freezer.energy_consumption_intensity,out.electricity.freezer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.generator.energy_consumption_intensity,kwh/sqft,,,,out.electricity.generator.energy_consumption_intensity,out.electricity.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.heating_fans_pumps.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating_fans_pumps.energy_consumption_intensity,out.electricity.heating_fans_pumps.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating_hp_bkup.energy_consumption_intensity,out.electricity.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.heating.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating.energy_consumption_intensity,out.electricity.heating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.permanent_spa_heat.energy_consumption_intensity,kwh/sqft,,,,out.electricity.permanent_spa_heat.energy_consumption_intensity,out.electricity.permanent_spa_heat.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.permanent_spa_pump.energy_consumption_intensity,kwh/sqft,,,,out.electricity.permanent_spa_pump.energy_consumption_intensity,out.electricity.permanent_spa_pump.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.hot_water.energy_consumption_intensity,kwh/sqft,,,,out.electricity.hot_water.energy_consumption_intensity,out.electricity.hot_water.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.hot_water_recirc_p.energy_consumption_intensity,kwh/sqft,,,,out.electricity.hot_water_recirc_p.energy_consumption_intensity,out.electricity.hot_water_recirc_p.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.hot_water_solar_th.energy_consumption_intensity,kwh/sqft,,,,out.electricity.hot_water_solar_th.energy_consumption_intensity,out.electricity.hot_water_solar_th.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.lighting_exterior.energy_consumption_intensity,kwh/sqft,,,,out.electricity.lighting_exterior.energy_consumption_intensity,out.electricity.lighting_exterior.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.lighting_garage.energy_consumption_intensity,kwh/sqft,,,,out.electricity.lighting_garage.energy_consumption_intensity,out.electricity.lighting_garage.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.lighting_interior.energy_consumption_intensity,kwh/sqft,,,,out.electricity.lighting_interior.energy_consumption_intensity,out.electricity.lighting_interior.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.mech_vent.energy_consumption_intensity,kwh/sqft,,,,out.electricity.mech_vent.energy_consumption_intensity,out.electricity.mech_vent.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.mech_vent_precool.energy_consumption_intensity,kwh/sqft,,,,out.electricity.mech_vent_precool.energy_consumption_intensity,out.electricity.mech_vent_precool.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.mech_vent_preheat.energy_consumption_intensity,kwh/sqft,,,,out.electricity.mech_vent_preheat.energy_consumption_intensity,out.electricity.mech_vent_preheat.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.plug_loads.energy_consumption_intensity,kwh/sqft,,,,out.electricity.plug_loads.energy_consumption_intensity,out.electricity.plug_loads.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.pool_heater.energy_consumption_intensity,kwh/sqft,,,,out.electricity.pool_heater.energy_consumption_intensity,out.electricity.pool_heater.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.pool_pump.energy_consumption_intensity,kwh/sqft,,,,out.electricity.pool_pump.energy_consumption_intensity,out.electricity.pool_pump.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.pv.energy_consumption_intensity,kwh/sqft,,,,out.electricity.pv.energy_consumption_intensity,out.electricity.pv.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.range_oven.energy_consumption_intensity,kwh/sqft,,,,out.electricity.range_oven.energy_consumption_intensity,out.electricity.range_oven.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.refrigerator.energy_consumption_intensity,kwh/sqft,,,,out.electricity.refrigerator.energy_consumption_intensity,out.electricity.refrigerator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.television.energy_consumption_intensity,kwh/sqft,,,,out.electricity.television.energy_consumption_intensity,out.electricity.television.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.well_pump.energy_consumption_intensity,kwh/sqft,,,,out.electricity.well_pump.energy_consumption_intensity,out.electricity.well_pump.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
